price,m2_price,square,rooms,floor,floors,condition,condition_encoded
63500,992,64,2,6,12,евроремонт,4
49000,1065,46,2,1,4,среднее,1
61000,1173,52,2,7,9,под самоотделку (ПСО),3
57000,1140,50,1,3,10,хорошее,2
75000,806,93,3,11,12,хорошее,2
82500,1159,71,4,8,9,под самоотделку (ПСО),3
175000,1733,101,3,7,14,евроремонт,4
135000,957,141,2,8,10,хорошее,2
81000,1012,80,3,4,6,евроремонт,4
51500,1096,47,2,1,5,среднее,1
53000,981,54,2,5,10,хорошее,2
57500,946,61,3,2,5,евроремонт,4
320000,891,359,6 и более,9,9,хорошее,2
62500,977,64,2,6,12,хорошее,2
33500,798,42,1,4,9,под самоотделку (ПСО),3
28000,903,31,1,5,10,под самоотделку (ПСО),3
33000,786,42,1,14,14,под самоотделку (ПСО),3
63000,1086,58,3,3,4,среднее,1
63999,585,109,3,9,10,под самоотделку (ПСО),3
72000,742,97,3,12,15,евроремонт,4
78750,750,105,3,8,14,под самоотделку (ПСО),3
120000,1558,77,2,10,10,евроремонт,4
34320,763,45,1,13,14,под самоотделку (ПСО),3
100000,1163,86,3,3,8,под самоотделку (ПСО),3
54800,830,66,2,2,12,под самоотделку (ПСО),3
102500,782,131,3,10,14,под самоотделку (ПСО),3
78615,756,104,3,8,14,под самоотделку (ПСО),3
51900,1104,47,2,8,12,хорошее,2
55700,884,63,2,7,12,под самоотделку (ПСО),3
68000,1133,60,2,7,7,евроремонт,4
74500,1007,74,3,1,5,хорошее,2
80000,930,86,4,9,9,хорошее,2
42000,1167,36,1,1,9,хорошее,2
74000,1138,65,3,8,9,хорошее,2
70700,789,90,3,11,13,хорошее,2
58200,750,78,2,14,14,под самоотделку (ПСО),3
83505,750,111,3,14,14,под самоотделку (ПСО),3
33600,700,48,1,11,16,под самоотделку (ПСО),3
72500,967,75,2,6,9,хорошее,2
22000,880,25,1,3,8,под самоотделку (ПСО),3
51000,927,55,1,4,9,евроремонт,4
125000,1202,104,3,13,14,под самоотделку (ПСО),3
121000,864,140,3,8,9,евроремонт,4
59000,1035,57,2,5,7,хорошее,2
47000,1093,43,1,6,12,под самоотделку (ПСО),3
32947,780,42,1,14,14,среднее,1
56900,837,68,3,1,4,среднее,1
141000,916,154,3,6,7,евроремонт,4
192270,870,221,6 и более,14,14,евроремонт,4
64400,1342,48,1,9,9,евроремонт,4
46500,1011,46,1,5,9,среднее,1
67000,1155,58,2,4,9,под самоотделку (ПСО),3
102461,780,131,3,10,14,под самоотделку (ПСО),3
54000,1256,43,2,1,4,евроремонт,4
50000,833,60,2,5,5,под самоотделку (ПСО),3
55000,1058,52,2,5,9,евроремонт,4
80000,1509,53,3,2,4,евроремонт,4
121000,1000,121,4,16,16,евроремонт,4
74000,1000,74,2,4,16,хорошее,2
48000,1091,44,2,3,4,под самоотделку (ПСО),3
58000,1208,48,1,4,9,под самоотделку (ПСО),3
89800,736,122,3,3,9,под самоотделку (ПСО),3
58000,1000,58,2,7,13,под самоотделку (ПСО),3
155000,1192,130,3,2,10,евроремонт,4
48000,960,50,2,3,4,среднее,1
145000,993,146,3,8,10,хорошее,2
33500,798,42,1,4,9,хорошее,2
72500,1208,60,2,5,13,под самоотделку (ПСО),3
63999,586,109,3,9,10,хорошее,2
51000,895,57,1,7,12,под самоотделку (ПСО),3
89500,1119,80,2,10,12,евроремонт,4
78000,975,80,4,8,9,евроремонт,4
51000,1020,50,1,1,12,хорошее,2
113000,1097,103,3,8,10,евроремонт,4
100000,1235,81,3,4,6,под самоотделку (ПСО),3
46500,1033,45,2,5,5,хорошее,2
88000,1143,77,2,8,12,евроремонт,4
86000,1075,80,3,2,10,хорошее,2
124000,1051,118,3,12,14,евроремонт,4
58000,1261,46,2,12,12,хорошее,2
125000,1263,99,3,6,10,хорошее,2
39500,940,42,1,7,9,евроремонт,4
29000,967,30,1,7,10,среднее,1
112000,1098,102,4,10,10,среднее,1
210000,1288,163,5,4,5,хорошее,2
66000,1065,62,3,1,5,среднее,1
55000,1058,52,2,1,4,евроремонт,4
63800,1029,62,3,9,9,хорошее,2
18000,439,41,2,1,2,хорошее,2
181500,1500,121,3,5,8,под самоотделку (ПСО),3
60720,690,88,3,11,14,под самоотделку (ПСО),3
57000,731,78,2,4,12,под самоотделку (ПСО),3
62000,969,64,2,3,12,евроремонт,4
260000,1182,220,4,1,2,под самоотделку (ПСО),3
52000,825,63,3,8,9,хорошее,2
86900,988,88,3,6,10,евроремонт,4
35000,833,42,1,4,9,хорошее,2
69500,772,90,2,9,9,под самоотделку (ПСО),3
152950,1330,115,3,6,15,под самоотделку (ПСО),3
53000,1128,47,1,13,13,под самоотделку (ПСО),3
137500,1100,125,3,11,18,под самоотделку (ПСО),3
141000,1500,94,2,7,8,под самоотделку (ПСО),3
67000,1155,58,3,3,4,евроремонт,4
86000,1387,62,3,9,9,евроремонт,4
65000,823,79,2,5,13,под самоотделку (ПСО),3
59000,843,70,3,3,12,хорошее,2
305000,2723,112,3,7,8,хорошее,2
64000,1032,62,2,12,16,евроремонт,4
50000,943,53,1,3,10,под самоотделку (ПСО),3
58000,1208,48,2,2,4,хорошее,2
90000,1500,60,1,10,14,евроремонт,4
81500,937,87,3,9,9,хорошее,2
31000,795,39,1,4,4,среднее,1
64500,672,96,3,5,13,под самоотделку (ПСО),3
65000,1016,64,3,1,4,хорошее,2
38000,1086,35,1,5,5,среднее,1
6050,70,87,3,11,14,под самоотделку (ПСО),3
133000,1000,133,3,4,13,под самоотделку (ПСО),3
60500,1061,57,2,7,9,хорошее,2
48000,1067,45,2,3,4,под самоотделку (ПСО),3
74000,1000,74,2,4,16,под самоотделку (ПСО),3
58500,1360,43,1,3,3,хорошее,2
142000,1092,130,3,7,10,под самоотделку (ПСО),3
205000,1376,149,4,4,8,евроремонт,4
82000,1083,76,2,5,12,под самоотделку (ПСО),3
39500,1234,32,1,1,4,хорошее,2
83000,976,85,3,7,9,евроремонт,4
33000,786,42,1,4,9,под самоотделку (ПСО),3
145000,1115,130,3,7,12,хорошее,2
36500,1217,30,1,3,3,хорошее,2
88000,1239,71,2,4,12,евроремонт,4
54800,830,66,2,2,12,евроремонт,4
40500,1191,34,1,4,5,среднее,1
52000,981,53,2,9,9,хорошее,2
42500,944,45,1,7,9,хорошее,2
62000,1016,61,2,7,9,хорошее,2
42000,1000,42,2,5,5,хорошее,2
31400,730,43,1,2,12,под самоотделку (ПСО),3
95200,850,112,3,4,13,под самоотделку (ПСО),3
132000,1119,118,4,10,12,евроремонт,4
235000,1193,197,4,3,9,евроремонт,4
115000,1554,74,2,7,8,под самоотделку (ПСО),3
75000,1389,54,3,3,5,евроремонт,4
55000,1000,55,2,5,5,хорошее,2
207400,850,244,6 и более,13,14,среднее,1
63000,1235,51,2,6,10,среднее,1
71100,790,90,2,11,16,под самоотделку (ПСО),3
86500,1030,84,2,7,12,под самоотделку (ПСО),3
66500,1147,58,3,3,4,хорошее,2
87000,1036,84,2,12,12,под самоотделку (ПСО),3
104000,1351,77,3,12,14,евроремонт,4
33000,786,42,1,14,15,под самоотделку (ПСО),3
180000,1552,116,3,10,25,евроремонт,4
85000,1349,63,2,5,12,евроремонт,4
54500,1298,42,1,2,12,евроремонт,4
47000,979,48,2,3,5,среднее,1
40800,1133,36,1,3,9,среднее,1
43000,956,45,1,4,9,хорошее,2
29500,819,36,1,10,10,евроремонт,4
36500,1106,33,1,1,5,хорошее,2
60000,882,68,2,8,10,хорошее,2
100940,980,103,3,2,14,под самоотделку (ПСО),3
55500,1291,43,2,1,4,среднее,1
59500,944,63,2,12,12,хорошее,2
50000,1163,43,2,1,4,среднее,1
115000,1117,103,3,3,8,хорошее,2
56000,982,57,1,7,12,евроремонт,4
80500,1073,75,2,5,12,евроремонт,4
99000,990,100,3,7,10,евроремонт,4
105000,1280,82,4,5,6,евроремонт,4
52500,921,57,2,2,9,хорошее,2
60000,1000,60,3,3,4,среднее,1
125000,1179,106,3,4,10,евроремонт,4
62000,1033,60,2,7,10,хорошее,2
14500,806,18,1,5,5,под самоотделку (ПСО),3
68500,1022,67,3,5,9,хорошее,2
78000,929,84,3,8,10,под самоотделку (ПСО),3
63000,984,64,2,6,12,евроремонт,4
83000,1025,81,3,2,10,хорошее,2
115000,1045,110,3,7,13,под самоотделку (ПСО),3
77000,1116,69,2,7,10,хорошее,2
61400,1023,60,3,4,5,под самоотделку (ПСО),3
72000,900,80,3,3,9,хорошее,2
40600,700,58,1,9,12,евроремонт,4
53900,700,77,2,3,12,под самоотделку (ПСО),3
67500,1055,64,3,3,4,под самоотделку (ПСО),3
49000,1089,45,1,2,9,евроремонт,4
42500,944,45,1,4,9,евроремонт,4
67500,1055,64,3,3,4,хорошее,2
70500,1102,64,3,3,9,хорошее,2
178000,2282,78,2,10,14,евроремонт,4
80000,1067,75,2,5,12,хорошее,2
44500,927,48,1,8,10,под самоотделку (ПСО),3
45000,750,60,2,4,4,евроремонт,4
36000,1200,30,1,3,3,хорошее,2
30500,824,37,1,10,10,под самоотделку (ПСО),3
90000,1139,79,2,10,12,евроремонт,4
63000,1235,51,2,6,10,евроремонт,4
34500,821,42,1,4,9,под самоотделку (ПСО),3
115000,913,126,4,6,9,евроремонт,4
65000,1300,50,2,3,5,хорошее,2
16000,457,35,1,1,4,под самоотделку (ПСО),3
39900,700,57,1,1,5,хорошее,2
69000,885,78,3,6,9,хорошее,2
53000,1128,47,2,8,12,хорошее,2
63000,1212,52,2,4,5,евроремонт,4
47000,922,51,1,9,9,под самоотделку (ПСО),3
61500,946,65,2,6,12,евроремонт,4
87500,1108,79,2,8,12,евроремонт,4
55000,1058,52,1,9,9,хорошее,2
52500,1061,50,1,5,12,хорошее,2
192270,870,221,6 и более,14,14,под самоотделку (ПСО),3
213280,860,248,6 и более,13,14,под самоотделку (ПСО),3
34500,841,41,1,14,16,под самоотделку (ПСО),3
38000,927,41,2,2,5,хорошее,2
62000,886,70,2,3,10,хорошее,2
64000,1037,62,2,5,5,под самоотделку (ПСО),3
57500,1278,45,1,3,10,под самоотделку (ПСО),3
67000,1396,48,1,2,10,евроремонт,4
90000,999,90,3,5,10,среднее,1
165000,1083,152,3,3,8,хорошее,2
35500,908,39,2,3,4,евроремонт,4
29000,792,37,1,12,13,среднее,1
89000,1137,78,4,8,9,евроремонт,4
57500,1106,52,2,2,9,хорошее,2
42000,1273,33,1,7,9,евроремонт,4
53500,1216,44,2,1,4,хорошее,2
180000,989,182,3,7,9,хорошее,2
60000,896,67,2,6,9,под самоотделку (ПСО),3
40000,1143,35,1,7,9,хорошее,2
56000,1302,43,2,1,4,хорошее,2
54000,1080,50,2,1,5,хорошее,2
23000,719,32,1,7,7,под самоотделку (ПСО),3
52500,1382,38,1,2,12,евроремонт,4
54000,931,58,2,1,4,евроремонт,4
139500,1033,135,3,4,12,под самоотделку (ПСО),3
30000,811,37,1,2,3,евроремонт,4
55000,1279,43,2,1,4,евроремонт,4
115000,1045,110,3,7,13,под самоотделку (ПСО),3
105000,1029,102,3,11,16,под самоотделку (ПСО),3
180000,1475,122,3,7,13,евроремонт,4
92500,1101,84,2,9,10,евроремонт,4
51500,972,53,2,5,10,хорошее,2
180000,1475,122,3,7,13,евроремонт,4
63000,1235,51,2,6,10,под самоотделку (ПСО),3
66000,1065,62,2,9,10,евроремонт,4
41500,1221,34,1,4,5,среднее,1
39500,840,47,1,8,9,хорошее,2
45500,1034,44,1,7,7,хорошее,2
89800,1137,79,2,10,12,хорошее,2
59000,797,74,2,2,9,под самоотделку (ПСО),3
59000,1157,51,2,5,9,евроремонт,4
80000,1096,73,2,6,16,среднее,1
90000,1125,80,3,8,14,под самоотделку (ПСО),3
85000,850,100,3,6,10,под самоотделку (ПСО),3
51000,1062,48,1,7,10,хорошее,2
89800,1131,79,2,10,12,евроремонт,4
46000,1122,41,1,7,9,хорошее,2
89800,1137,79,2,10,12,евроремонт,4
86000,754,114,4,11,15,под самоотделку (ПСО),3
57500,1150,50,1,3,10,среднее,1
84000,1273,66,2,9,12,евроремонт,4
112000,1066,105,3,3,9,евроремонт,4
49500,853,58,2,4,10,евроремонт,4
115000,1117,103,3,8,10,евроремонт,4
161800,1668,97,3,8,9,евроремонт,4
49500,673,74,3,12,13,евроремонт,4
54000,931,58,2,4,10,под самоотделку (ПСО),3
64500,670,96,3,5,13,евроремонт,4
72000,1000,72,2,8,13,под самоотделку (ПСО),3
108000,1049,103,3,1,10,под самоотделку (ПСО),3
98000,1153,85,3,2,10,хорошее,2
69000,1095,63,3,5,5,хорошее,2
57000,1239,46,1,12,12,под самоотделку (ПСО),3
155250,1150,135,3,4,4,под самоотделку (ПСО),3
56000,1217,46,2,12,12,хорошее,2
58000,1289,45,2,4,10,хорошее,2
56000,1120,50,1,3,10,хорошее,2
61000,924,66,2,12,12,евроремонт,4
22500,682,33,1,8,10,под самоотделку (ПСО),3
44500,1011,44,1,1,9,евроремонт,4
56500,942,60,3,5,5,хорошее,2
39000,1083,36,1,1,5,евроремонт,4
56000,1191,47,1,10,10,хорошее,2
72000,1075,67,2,5,9,евроремонт,4
84000,1050,80,3,3,8,под самоотделку (ПСО),3
60500,1043,58,2,7,9,евроремонт,4
31500,656,48,2,1,2,евроремонт,4
80000,1127,71,2,3,10,среднее,1
180000,1475,122,3,7,12,под самоотделку (ПСО),3
112000,1109,101,3,2,12,евроремонт,4
99000,1207,82,2,9,9,евроремонт,4
62000,886,70,4,4,9,среднее,1
113000,601,188,6 и более,5,6,под самоотделку (ПСО),3
37000,905,41,1,14,16,под самоотделку (ПСО),3
36000,1000,36,1,8,9,хорошее,2
72000,1000,72,2,8,12,хорошее,2
99500,1093,91,3,12,12,хорошее,2
46500,989,47,2,5,5,под самоотделку (ПСО),3
57000,820,69,2,6,14,под самоотделку (ПСО),3
200000,1198,167,4,10,13,хорошее,2
48500,1010,48,1,8,9,евроремонт,4
193050,1170,165,4,4,10,под самоотделку (ПСО),3
44000,1257,35,1,2,5,хорошее,2
130000,1250,104,3,13,14,под самоотделку (ПСО),3
62500,1078,58,3,4,5,евроремонт,4
172200,1230,140,3,7,15,под самоотделку (ПСО),3
43500,1243,35,1,4,9,хорошее,2
37000,822,45,2,8,16,под самоотделку (ПСО),3
59000,1135,52,2,5,9,хорошее,2
74500,837,89,3,7,9,хорошее,2
25300,632,40,1,4,10,хорошее,2
60500,1008,60,2,3,12,евроремонт,4
188000,1843,102,3,8,14,евроремонт,4
40000,611,66,2,7,14,среднее,1
77500,767,101,3,12,12,под самоотделку (ПСО),3
50000,1136,44,2,2,4,хорошее,2
50000,1136,44,2,3,4,евроремонт,4
68500,993,69,2,3,10,хорошее,2
44500,947,47,2,1,5,хорошее,2
61500,1281,48,2,10,12,евроремонт,4
83000,1221,68,2,1,10,под самоотделку (ПСО),3
29500,797,37,1,10,10,среднее,1
44500,1141,39,2,3,4,среднее,1
70000,1167,60,2,7,7,евроремонт,4
31000,705,44,3,1,1,хорошее,2
54000,1286,42,2,1,4,хорошее,2
68000,1000,68,2,3,10,среднее,1
73000,973,75,2,4,12,под самоотделку (ПСО),3
52000,1083,48,2,5,5,хорошее,2
15000,1250,12,1,1,4,хорошее,2
74000,925,80,2,2,14,под самоотделку (ПСО),3
260000,922,282,6 и более,3,3,под самоотделку (ПСО),3
89800,1137,79,2,10,12,хорошее,2
39000,650,60,2,4,4,хорошее,2
56500,734,77,2,5,14,под самоотделку (ПСО),3
195300,1050,186,4,14,15,под самоотделку (ПСО),3
45500,1264,36,1,1,9,евроремонт,4
68000,829,82,2,11,14,под самоотделку (ПСО),3
61000,1017,60,2,9,9,хорошее,2
69000,885,78,2,4,9,евроремонт,4
145000,1090,133,4,12,12,евроремонт,4
75000,1786,42,1,3,12,евроремонт,4
43000,741,58,2,9,10,евроремонт,4
153000,1275,120,3,10,10,хорошее,2
43000,736,58,2,9,10,под самоотделку (ПСО),3
85800,780,110,3,9,12,под самоотделку (ПСО),3
84000,933,90,3,7,9,евроремонт,4
53000,662,80,2,6,9,под самоотделку (ПСО),3
34200,760,45,1,14,18,евроремонт,4
79500,1019,78,2,7,14,евроремонт,4
123000,1025,120,3,5,10,среднее,1
65000,977,66,2,3,12,под самоотделку (ПСО),3
85000,1349,63,2,5,12,хорошее,2
104000,1351,77,2,12,14,евроремонт,4
70000,1400,50,2,8,12,под самоотделку (ПСО),3
51000,1062,48,1,7,10,хорошее,2
86000,1246,69,2,5,9,хорошее,2
106000,1377,77,3,12,14,евроремонт,4
135000,1350,100,3,2,4,под самоотделку (ПСО),3
64000,1255,51,2,6,10,евроремонт,4
55000,1078,51,1,8,10,евроремонт,4
56000,982,57,1,13,13,под самоотделку (ПСО),3
85500,1357,63,2,5,12,евроремонт,4
84000,1077,78,2,3,8,евроремонт,4
200000,1342,149,4,4,8,евроремонт,4
59900,982,61,3,5,5,среднее,1
73000,730,100,3,3,16,под самоотделку (ПСО),3
85500,1082,79,2,8,12,евроремонт,4
46000,667,69,2,4,13,под самоотделку (ПСО),3
65170,980,66,2,3,12,под самоотделку (ПСО),3
38200,813,47,1,8,14,под самоотделку (ПСО),3
60500,1163,52,2,5,9,под самоотделку (ПСО),3
56000,789,71,2,13,14,евроремонт,4
56210,730,77,2,3,12,под самоотделку (ПСО),3
84868,980,87,3,1,14,под самоотделку (ПСО),3
31742,680,47,1,6,15,евроремонт,4
73000,820,89,3,9,10,под самоотделку (ПСО),3
60000,1154,52,1,5,9,евроремонт,4
59900,856,70,3,5,5,хорошее,2
59000,1135,52,2,5,9,евроремонт,4
107000,1115,96,2,6,13,евроремонт,4
173000,896,193,4,10,10,хорошее,2
46999,1093,43,2,5,5,евроремонт,4
55700,884,63,2,7,12,хорошее,2
51000,1062,48,1,7,10,евроремонт,4
78000,1147,68,3,6,9,евроремонт,4
51500,1120,46,1,9,9,евроремонт,4
61000,622,98,3,14,14,под самоотделку (ПСО),3
33700,822,41,1,2,12,евроремонт,4
160000,1143,140,3,13,15,среднее,1
55000,1078,51,1,8,10,под самоотделку (ПСО),3
55500,638,87,3,14,14,евроремонт,4
112000,1514,74,2,4,12,евроремонт,4
52500,1141,46,1,9,9,евроремонт,4
43120,770,56,2,9,15,под самоотделку (ПСО),3
85000,1232,69,2,5,9,под самоотделку (ПСО),3
108000,1038,104,3,6,16,евроремонт,4
37000,569,65,2,1,3,под самоотделку (ПСО),3
84000,1217,69,2,5,12,евроремонт,4
60500,1260,48,1,10,12,евроремонт,4
80000,1509,53,3,2,4,среднее,1
60000,1250,48,1,10,12,евроремонт,4
105000,913,115,3,9,10,евроремонт,4
38500,939,41,1,14,16,под самоотделку (ПСО),3
60000,1154,52,2,5,9,евроремонт,4
79840,732,109,3,3,12,под самоотделку (ПСО),3
79500,1019,78,2,7,10,под самоотделку (ПСО),3
41000,976,42,1,7,9,евроремонт,4
91800,850,108,3,9,10,под самоотделку (ПСО),3
43500,1272,34,1,7,9,хорошее,2
95000,1080,88,2,4,10,среднее,1
116048,920,126,4,12,15,хорошее,2
79500,914,87,2,9,9,хорошее,2
185000,974,190,4,6,14,евроремонт,4
95000,1462,65,2,9,13,хорошее,2
124000,1425,87,2,9,14,евроремонт,4
59000,1157,51,2,5,10,хорошее,2
145000,1394,104,3,3,12,евроремонт,4
110000,1100,100,2,3,12,хорошее,2
46000,1045,44,2,4,4,хорошее,2
29000,829,35,2,-1,9,евроремонт,4
48000,941,51,2,18,18,хорошее,2
36500,1141,32,1,5,5,хорошее,2
85000,1090,78,2,3,8,евроремонт,4
33000,786,42,1,4,9,под самоотделку (ПСО),3
93450,1106,85,2,10,12,под самоотделку (ПСО),3
76500,1048,73,2,2,12,хорошее,2
43000,977,44,1,7,9,евроремонт,4
56800,750,76,2,7,14,под самоотделку (ПСО),3
51500,792,65,2,11,16,евроремонт,4
35500,1109,32,1,3,4,среднее,1
73710,899,82,2,3,16,под самоотделку (ПСО),3
88000,1048,84,2,12,12,под самоотделку (ПСО),3
118000,1009,117,3,9,11,евроремонт,4
52000,1209,43,2,4,4,хорошее,2
39500,1234,32,1,1,4,среднее,1
60000,1579,38,1,5,8,евроремонт,4
105000,1346,78,3,12,14,евроремонт,4
20000,312,64,2,1,1,хорошее,2
50500,935,54,2,5,10,хорошее,2
120000,1200,100,3,8,10,хорошее,2
58900,796,74,2,2,9,хорошее,2
52500,938,56,2,2,9,хорошее,2
107000,1390,77,3,12,14,среднее,1
97500,1071,91,3,12,12,евроремонт,4
48000,1091,44,2,2,4,среднее,1
193000,995,194,4,3,6,евроремонт,4
77000,1027,75,3,4,9,евроремонт,4
99999,998,100,2,5,14,под самоотделку (ПСО),3
60500,1260,48,1,10,12,хорошее,2
119000,1123,106,3,10,10,евроремонт,4
72000,1161,62,3,3,13,под самоотделку (ПСО),3
45000,978,46,1,9,10,евроремонт,4
67000,838,80,2,3,9,хорошее,2
200000,1575,127,4,7,25,евроремонт,4
50000,862,58,3,2,3,хорошее,2
87000,989,88,3,6,10,евроремонт,4
65000,1354,48,2,4,5,евроремонт,4
98000,891,110,3,6,12,евроремонт,4
85000,1349,63,2,5,12,евроремонт,4
76500,1109,69,3,6,10,хорошее,2
85500,1357,63,2,5,12,под самоотделку (ПСО),3
82000,1155,71,2,7,10,хорошее,2
85000,885,96,4,11,12,под самоотделку (ПСО),3
34500,841,41,2,2,3,хорошее,2
72500,1115,65,3,8,9,под самоотделку (ПСО),3
64000,1067,60,3,3,5,хорошее,2
58000,1184,49,1,3,12,под самоотделку (ПСО),3
137000,938,146,3,10,10,хорошее,2
163000,1680,97,3,8,10,евроремонт,4
87500,1136,77,2,8,12,евроремонт,4
58000,1074,54,1,7,10,хорошее,2
90000,1084,83,3,4,8,хорошее,2
60000,1224,49,1,3,12,евроремонт,4
88000,1086,81,2,8,14,под самоотделку (ПСО),3
41500,943,44,1,8,14,хорошее,2
68000,958,71,2,9,10,под самоотделку (ПСО),3
39000,1000,39,1,7,9,евроремонт,4
175000,1733,101,3,7,14,евроремонт,4
52500,1010,52,2,2,9,евроремонт,4
53900,946,57,1,13,13,под самоотделку (ПСО),3
67500,1164,58,3,3,4,хорошее,2
46000,1122,41,1,7,9,евроремонт,4
105000,1167,90,3,8,10,евроремонт,4
43000,1229,35,1,4,9,евроремонт,4
52000,1040,50,2,3,5,под самоотделку (ПСО),3
68000,1000,68,2,3,10,хорошее,2
45200,1027,44,2,1,4,под самоотделку (ПСО),3
68640,780,88,2,11,16,евроремонт,4
94000,783,120,3,13,16,хорошее,2
77000,1132,68,3,6,9,под самоотделку (ПСО),3
57000,1239,46,2,12,12,под самоотделку (ПСО),3
26000,591,44,1,5,9,под самоотделку (ПСО),3
68500,965,71,3,9,10,хорошее,2
82500,1019,81,3,4,10,евроремонт,4
52000,1182,44,1,11,12,под самоотделку (ПСО),3
66000,1065,62,2,9,10,среднее,1
47000,691,68,2,11,12,среднее,1
65800,1242,53,2,6,9,евроремонт,4
79000,1029,77,2,1,9,среднее,1
60000,1034,58,3,3,4,хорошее,2
84900,987,86,3,1,14,под самоотделку (ПСО),3
84280,980,86,3,1,14,евроремонт,4
49000,1140,43,2,2,4,среднее,1
80000,930,86,2,11,13,под самоотделку (ПСО),3
39800,751,53,2,10,10,евроремонт,4
58000,1184,49,1,3,12,евроремонт,4
50500,1031,49,2,3,4,хорошее,2
58500,824,71,3,9,9,хорошее,2
76500,1109,69,2,7,10,евроремонт,4
76500,1048,73,2,2,15,под самоотделку (ПСО),3
90000,999,90,3,5,10,хорошее,2
39500,1039,38,1,5,5,под самоотделку (ПСО),3
45500,1110,41,1,7,10,евроремонт,4
64500,1290,50,2,4,5,хорошее,2
84000,1254,67,2,2,12,евроремонт,4
83500,1246,67,2,2,12,хорошее,2
39000,907,43,2,4,4,хорошее,2
84000,1254,67,2,2,12,хорошее,2
35000,833,42,1,12,14,евроремонт,4
57500,653,88,3,14,14,хорошее,2
112000,1067,105,3,3,9,евроремонт,4
61500,1618,38,1,5,8,под самоотделку (ПСО),3
46500,802,58,2,5,14,евроремонт,4
43500,680,64,2,14,14,под самоотделку (ПСО),3
28100,669,42,1,2,10,под самоотделку (ПСО),3
35000,833,42,1,9,14,хорошее,2
33700,822,41,1,11,12,среднее,1
46000,979,47,1,11,12,хорошее,2
43000,1265,34,1,7,9,хорошее,2
33900,807,42,1,4,13,хорошее,2
39500,1234,32,1,1,4,евроремонт,4
41900,806,52,2,4,13,евроремонт,4
52250,950,55,1,17,25,под самоотделку (ПСО),3
54000,947,57,1,13,13,хорошее,2
93450,1050,89,2,8,12,евроремонт,4
57000,1034,55,1,9,25,под самоотделку (ПСО),3
62000,954,65,3,5,5,хорошее,2
45300,1105,41,1,7,10,хорошее,2
33700,812,42,1,4,12,под самоотделку (ПСО),3
50000,1131,44,1,8,12,хорошее,2
44000,819,54,1,4,12,под самоотделку (ПСО),3
51500,1120,46,1,9,9,хорошее,2
85000,934,91,2,6,12,евроремонт,4
53500,811,66,2,2,12,хорошее,2
112140,890,126,4,2,14,под самоотделку (ПСО),3
115000,1278,90,3,8,10,евроремонт,4
76000,1041,73,2,2,12,под самоотделку (ПСО),3
50000,1250,40,1,10,12,хорошее,2
75000,1786,42,1,3,12,евроремонт,4
52500,1010,52,2,2,9,хорошее,2
112000,1009,111,3,3,9,евроремонт,4
76000,1041,73,2,2,12,евроремонт,4
73000,1377,53,1,5,9,евроремонт,4
100000,800,125,3,12,13,евроремонт,4
112140,890,126,4,2,14,среднее,1
68400,963,71,2,9,10,хорошее,2
43000,935,46,1,8,9,под самоотделку (ПСО),3
43000,1194,36,1,8,9,евроремонт,4
61500,891,69,2,5,9,евроремонт,4
79000,1234,64,2,5,12,евроремонт,4
130000,992,131,3,8,9,хорошее,2
57000,1239,46,2,12,12,евроремонт,4
200000,1212,165,4,3,10,среднее,1
180000,857,210,5,5,12,евроремонт,4
68500,965,71,3,9,10,среднее,1
54500,991,55,2,4,5,евроремонт,4
52000,1182,44,1,6,12,евроремонт,4
39500,1129,35,1,3,9,хорошее,2
46500,1134,41,1,7,9,евроремонт,4
52500,1193,44,1,6,12,евроремонт,4
42500,944,45,1,8,9,хорошее,2
57500,1250,46,1,12,12,евроремонт,4
58500,836,70,3,9,9,хорошее,2
47000,690,68,2,11,12,под самоотделку (ПСО),3
84000,1333,63,2,5,12,хорошее,2
74500,1035,72,3,7,7,хорошее,2
31000,738,42,1,5,12,под самоотделку (ПСО),3
46500,989,47,2,4,5,среднее,1
90000,1084,83,3,4,8,евроремонт,4
88000,1086,81,3,8,14,под самоотделку (ПСО),3
41500,1064,39,1,9,12,под самоотделку (ПСО),3
56500,991,57,1,13,13,под самоотделку (ПСО),3
145000,1394,104,3,3,12,евроремонт,4
61750,950,65,2,3,14,хорошее,2
55100,950,58,2,12,14,евроремонт,4
187960,1480,127,3,5,8,евроремонт,4
73990,755,98,3,12,15,хорошее,2
50800,1181,43,1,6,12,среднее,1
71000,1183,60,2,10,12,евроремонт,4
75756,708,107,3,11,12,под самоотделку (ПСО),3
81500,1101,74,3,1,5,хорошее,2
104000,1000,104,3,11,16,хорошее,2
90000,1084,83,3,4,7,среднее,1
78000,1147,68,3,6,9,хорошее,2
58500,1045,56,3,4,5,хорошее,2
60500,1043,58,1,4,14,под самоотделку (ПСО),3
60000,968,62,3,9,9,среднее,1
61500,1618,38,1,5,10,евроремонт,4
110000,1100,100,3,7,10,евроремонт,4
50000,1190,42,2,4,4,евроремонт,4
51200,800,64,2,12,15,под самоотделку (ПСО),3
84000,1000,84,2,8,12,евроремонт,4
77280,920,84,2,7,14,под самоотделку (ПСО),3
32000,667,48,1,5,16,под самоотделку (ПСО),3
115920,920,126,4,12,15,евроремонт,4
38000,1027,37,1,4,8,евроремонт,4
47000,922,51,1,9,9,евроремонт,4
61000,1605,38,1,5,10,евроремонт,4
